tweet_id,favs_count,retweets
782598640137187329,7662,1830
782305867769217024,16332,5397
782021823840026624,0,6032
781955203444699136,10934,3279
781661882474196992,10242,2641
781655249211752448,3921,1105
781524693396357120,20363,5406
781308096455073793,7005,2491
781251288990355457,8240,2017
781163403222056960,9614,2685
780931614150983680,21209,7074
780858289093574656,7062,1958
780800785462489090,5371,1261
780601303617732608,11860,3269
780543529827336192,6172,1699
780496263422808064,0,3568
780476555013349377,0,109
780459368902959104,5187,1045
780192070812196864,8525,2183
780092040432480260,0,2233
780074436359819264,11878,4810
779834332596887552,18477,6819
779377524342161408,8584,3017
779124354206535695,0,17766
779056095788752897,14446,4390
778990705243029504,19525,6971
778774459159379968,0,9593
778764940568104960,845,353
778748913645780993,6728,1266
778650543019483137,5632,1453
778624900596654080,4512,983
778408200802557953,13339,4182
778396591732486144,0,11854
778383385161035776,5697,1066
778286810187399168,10130,3204
778039087836069888,8309,2566
778027034220126208,6407,1559
777953400541634568,0,3418
777885040357281792,6224,1581
777684233540206592,10986,2845
777641927919427584,0,4101
777621514455814149,8538,2439
777189768882946048,13917,4190
776819012571455488,0,13279
776813020089548800,4778,1170
776477788987613185,8606,2683
776249906839351296,0,8838
776218204058357768,29164,15357
776201521193218049,9354,2444
776113305656188928,11503,4217
776088319444877312,1791,147
775898661951791106,0,16260
775842724423557120,11435,2578
775733305207554048,13573,3876
775729183532220416,12699,4469
775364825476165632,7215,2862
775350846108426240,9909,3794
775085132600442880,15178,4571
774757898236878852,8409,1733
774639387460112384,6580,1678
774314403806253056,21264,5347
773985732834758656,10487,3739
773922284943896577,6252,1695
773704687002451968,6447,1569
773670353721753600,5223,1273
773547596996571136,21593,5954
773336787167145985,0,4886
773308824254029826,22752,7242
773247561583001600,9239,3156
773191612633579521,9766,4008
772877495989305348,8345,3750
772826264096874500,7845,2288
772615324260794368,0,3278
772581559778025472,6332,1654
772193107915964416,5865,1340
772152991789019136,3717,1102
772117678702071809,3674,716
772114945936949249,2667,457
772102971039580160,3910,906
771908950375665664,6396,1823
771770456517009408,11700,3263
771500966810099713,8070,2528
771380798096281600,10245,4886
771171053431250945,0,7196
771136648247640064,8931,2833
771102124360998913,6076,1393
771014301343748096,6725,1604
770787852854652928,4809,1164
770772759874076672,5055,1376
770655142660169732,7174,1729
770414278348247044,6174,2027
770293558247038976,6060,1419
770093767776997377,0,2944
770069151037685760,7404,2224
769940425801170949,30457,9226
769695466921623552,6263,1632
769335591808995329,0,7488
769212283578875904,5252,1659
768970937022709760,13932,6280
768909767477751808,0,2590
768855141948723200,4081,860
768609597686943744,3998,1157
768596291618299904,4909,1239
768554158521745409,0,5640
768473857036525572,13255,3300
768193404517830656,10601,3418
767884188863397888,4636,1329
767754930266464257,15581,5193
767500508068192258,7315,2267
767191397493538821,11974,3631
767122157629476866,9920,2764
766864461642756096,0,5422
766793450729734144,4911,1317
766714921925144576,2539,362
766693177336135680,3906,771
766423258543644672,5850,1528
766313316352462849,6608,1819
766078092750233600,0,2536
766069199026450432,4112,820
766008592277377025,3659,482
765719909049503744,7051,2093
765669560888528897,5047,1193
765395769549590528,26017,3276
765371061932261376,6886,2097
765222098633691136,11337,3278
764857477905154048,6290,1722
764259802650378240,5853,1453
763956972077010945,747,52
763837565564780549,12217,4011
763183847194451968,5222,1424
763167063695355904,0,2905
763103485927849985,7179,2230
762699858130116608,11794,3481
762471784394268675,10929,6187
762464539388485633,10022,4013
762316489655476224,4667,1079
762035686371364864,30943,14964
761976711479193600,5257,1927
761750502866649088,0,3766
761745352076779520,4160,833
761672994376806400,47993,28041
761599872357261312,4007,1152
761371037149827077,0,17436
761334018830917632,5038,1405
761292947749015552,4366,1052
761227390836215808,5191,1515
761004547850530816,11038,3361
760893934457552897,3711,933
760656994973933572,6408,1842
760641137271070720,4843,1248
760539183865880579,7362,3496
760521673607086080,4087,1345
760290219849637889,26036,11070
760252756032651264,3841,840
760190180481531904,5543,1735
760153949710192640,0,30
759943073749200896,5770,2006
759923798737051648,14265,5422
759846353224826880,6546,1899
759793422261743616,5791,1844
759557299618865152,4549,1150
759447681597108224,8255,2379
759446261539934208,1621,469
759197388317847553,5908,1881
759159934323924993,0,1116
759099523532779520,14091,4001
759047813560868866,6284,1929
758854675097526272,3448,873
758828659922702336,10884,3713
758740312047005698,5577,1564
758474966123810816,3686,959
758467244762497024,4656,2132
758405701903519748,5052,1841
758355060040593408,3280,1022
758099635764359168,18455,9593
758041019896193024,2623,358
757741869644341248,6667,3149
757729163776290825,0,7612
757725642876129280,4413,1168
757611664640446465,4439,1056
757597904299253760,0,289
757596066325864448,4213,1019
757400162377592832,14686,6584
757393109802180609,5641,1671
757354760399941633,4380,1364
756998049151549440,6092,1913
756939218950160384,6439,1928
756651752796094464,4895,1246
756526248105566208,10099,3457
756303284449767430,3823,1067
756288534030475264,42742,17065
756275833623502848,6190,1475
755955933503782912,7090,2760
755206590534418437,15941,5143
755110668769038337,20532,10684
754874841593970688,0,7599
754856583969079297,6681,2415
754747087846248448,2509,499
754482103782404096,5126,1881
754449512966619136,3631,706
754120377874386944,7644,2264
753655901052166144,5662,2092
753420520834629632,7630,3417
753398408988139520,5555,1823
753375668877008896,7400,2233
753298634498793472,0,5464
753294487569522689,3257,1001
753039830821511168,35935,20070
753026973505581056,3800,920
752932432744185856,12208,6601
752917284578922496,6725,1512
752701944171524096,0,2755
752682090207055872,5828,1532
752660715232722944,4239,1499
752568224206688256,5314,2187
752519690950500352,7135,3313
752334515931054080,3704,1058
752309394570878976,0,15578
752173152931807232,5771,1757
751950017322246144,2970,876
751937170840121344,5022,1261
751830394383790080,5637,1873
751793661361422336,5616,2783
751598357617971201,7704,2933
751583847268179968,4257,1055
751538714308972544,4883,1205
751456908746354688,3111,963
751251247299190784,12143,5633
751205363882532864,6118,1743
751132876104687617,4906,1252
750868782890057730,4621,1311
750719632563142656,12736,4817
750506206503038976,4303,1103
750429297815552001,12766,4101
750383411068534784,4408,1097
750381685133418496,673,27
750147208377409536,3004,923
750132105863102464,3499,1238
750117059602808832,4207,1258
750101899009982464,2945,811
750086836815486976,2105,514
750071704093859840,7563,3184
750056684286914561,3061,865
750041628174217216,3064,585
750026558547456000,2632,757
750011400160841729,3124,867
749996283729883136,2955,786
749981277374128128,4944,2374
749774190421639168,4523,1272
749417653287129088,5906,1575
749403093750648834,2526,507
749395845976588288,8281,3291
749317047558017024,5306,2149
749075273010798592,5561,1985
749064354620928000,4655,1470
749036806121881602,2996,762
748977405889503236,10425,3263
748932637671223296,5601,2159
748705597323898880,2688,918
748699167502000129,4590,1523
748692773788876800,4106,1284
748575535303884801,5860,1909
748568946752774144,2131,647
748346686624440324,5049,1186
748337862848962560,7350,3935
748324050481647620,3568,724
748307329658011649,3575,684
748220828303695873,13649,7437
747963614829678593,5580,2050
747933425676525569,6397,2449
747885874273214464,2828,928
747844099428986880,2725,715
747816857231626240,4680,1113
747651430853525504,1324,147
747648653817413632,12447,5577
747600769478692864,2256,540
747594051852075008,3549,1002
747512671126323200,5334,1544
747461612269887489,3743,1003
747439450712596480,5233,1836
747242308580548608,0,2778
747219827526344708,5079,1498
747204161125646336,3241,870
747103485104099331,9204,3792
746906459439529985,2799,284
746872823977771008,5788,2045
746818907684614144,5136,1671
746790600704425984,4703,1530
746757706116112384,9226,3743
746726898085036033,5842,1719
746542875601690625,4867,1818
746521445350707200,0,941
746507379341139972,4495,1041
746369468511756288,5992,1562
746131877086527488,6647,2099
746056683365994496,3456,780
745789745784041472,3859,1017
745712589599014916,6759,2223
745433870967832576,6811,2438
745422732645535745,8259,2315
745314880350101504,6889,2624
745074613265149952,7552,3335
745057283344719872,6983,2150
744995568523612160,2860,588
744971049620602880,7597,2564
744709971296780288,5402,1496
744334592493166593,6521,2009
744234799360020481,150367,74194
744223424764059648,1595,345
743980027717509120,4027,1049
743895849529389061,3525,926
743835915802583040,0,1975
743609206067040256,4311,1332
743595368194129920,17658,6231
743545585370791937,3408,902
743510151680958465,7640,3560
743253157753532416,4086,1172
743222593470234624,5977,1831
743210557239623680,3703,1308
742534281772302336,6802,3418
742528092657332225,4258,1872
742465774154047488,6990,3752
742423170473463808,9462,3568
742385895052087300,6550,1873
742161199639494656,4142,1303
742150209887731712,4916,1473
741793263812808706,4382,1437
741743634094141440,7859,2616
741438259667034112,3558,780
741303864243200000,8448,3063
741099773336379392,9611,5270
741067306818797568,9185,2944
740995100998766593,6100,2587
740711788199743490,3267,900
740699697422163968,2743,745
740676976021798912,17452,6510
740373189193256964,33699,12701
740365076218183684,2363,409
740359016048689152,3160,822
740214038584557568,6435,1872
739979191639244800,19204,5640
739932936087216128,3905,1030
739844404073074688,3655,818
739623569819336705,3623,1297
739606147276148736,5198,1579
739544079319588864,37904,20198
739485634323156992,6857,2783
739238157791694849,111230,55294
738891149612572673,100,6
738885046782832640,3630,1093
738883359779196928,3167,756
738537504001953792,4888,1464
738402415918125056,3135,785
738184450748633089,4146,1159
738166403467907072,8406,3179
738156290900254721,2402,613
737826014890496000,5049,1688
737800304142471168,9607,3307
737678689543020544,4828,1253
737445876994609152,9828,4235
737322739594330112,3457,772
737310737551491075,14055,7066
736736130620620800,4070,1635
736392552031657984,16985,6990
736365877722001409,3823,1180
736225175608430592,7775,2658
736010884653420544,7563,2821
735991953473572864,3440,1091
735648611367784448,3888,1050
735635087207878657,5924,2244
735274964362878976,12509,4776
735256018284875776,3198,840
735137028879360001,3003,926
734912297295085568,2642,505
734787690684657664,12023,5991
734776360183431168,2405,509
734559631394082816,1432,376
733828123016450049,3432,746
733822306246479872,3526,975
733482008106668032,2992,902
733460102733135873,4016,1205
733109485275860992,51241,16260
732732193018155009,2329,509
732726085725589504,3417,848
732585889486888962,3504,745
732375214819057664,7757,2386
732005617171337216,14251,5115
731285275100512256,3358,953
